,id,postcode,latitude,longitude
0,depot,EH12 9PB,55.92849341,-3.301661855
1,pc_001,EH21 6NX,55.939856000000006,-3.0655134
2,pc_002,EH14 5SW,55.890223,-3.3303288
3,pc_003,EH11 3BD,55.936345,-3.2533391
4,pc_004,EH7 5NW,55.96030699999999,-3.1723718
5,pc_005,EH15 2NW,55.944777,-3.0945816
6,pc_006,EH12 9AW,55.932246,-3.2797301
7,pc_007,EH14 5QE,55.896023,-3.3148871
8,pc_008,EH9 2LP,55.931263,-3.1838993
9,pc_009,EH33 2QT,55.93393199999999,-2.9493796000000003
10,pc_010,EH52 6NG,55.94694300000001,-3.509429
11,pc_011,EH38 5YR,55.770405,-2.9392154
12,pc_012,EH14 5EJ,55.903713,-3.2912824
13,pc_013,EH28 8TH,55.94234,-3.4055912000000004
14,pc_014,EH20 9ED,55.88164,-3.1542051
15,pc_015,EH55 8SE,55.857976,-3.5545788000000003
16,pc_016,EH47 0EW,55.866868,-3.6951188
17,pc_017,EH8 9NS,55.948368,-3.158851
18,pc_018,EH19 3NS,55.872728,-3.0939439
19,pc_019,EH15 2AA,55.951535,-3.1124523
20,pc_020,EH11 2HJ,55.942836,-3.2244404
21,pc_021,EH11 2NE,55.939088,-3.2289809
22,pc_022,EH1 2PB,55.949379,-3.1940284
23,pc_023,EH45 8QB,55.71462800000001,-3.2051608
24,pc_024,EH4 3SR,55.95881600000001,-3.2657904
25,pc_025,EH10 5FT,55.92619499999999,-3.2134967
26,pc_026,EH14 2JL,55.91693100000001,-3.2635288
27,pc_027,EH47 8ES,55.865841,-3.6583984
28,pc_028,EH11 1SP,55.932655,-3.2307781
29,pc_029,EH7 5PJ,55.958891,-3.1719766
30,pc_030,EH39 4HA,56.058225,-2.722446
31,pc_031,EH43 6AX,55.623665,-3.019868
32,pc_032,EH41 3QS,55.959388,-2.7732196
33,pc_033,EH4 8DH,55.95483100000001,-3.3016488
34,pc_034,EH12 9DH,55.937097,-3.3198165
35,pc_035,EH26 8DH,55.836026,-3.2133367
36,pc_036,EH48 3NU,55.905501,-3.699619600000001
37,pc_037,EH32 0HW,55.970806,-2.9612097
38,pc_038,EH7 5PF,55.960678,-3.1720787
39,pc_039,EH9 1EB,55.93881500000001,-3.2001872
40,pc_040,EH12 8GN,55.947342000000006,-3.3079629
41,pc_041,EH12 6JQ,55.944934,-3.2525597
42,pc_042,EH3 6TT,55.956786,-3.2094245
43,pc_043,EH16 6AF,55.917263,-3.168
44,pc_044,EH37 5QZ,55.86647900000001,-2.9701998
45,pc_045,EH4 3AL,55.953644,-3.2200089
46,pc_046,EH15 1SU,55.946066,-3.1348408
47,pc_047,EH19 2EX,55.879612,-3.1079484
48,pc_048,EH4 7RB,55.957841,-3.2947823
49,pc_049,EH6 6JS,55.976111,-3.1790676
50,pc_050,EH8 9TQ,55.946969,-3.1821368
